iter	Logloss
0	0.5846476238
1	0.4967481984
2	0.4195772563
3	0.3573186482
4	0.3037800496
5	0.258627477
6	0.2225709469
7	0.1938537156
8	0.1691338288
9	0.1483493539
10	0.1309984762
11	0.1163917998
12	0.1046842787
13	0.0946981476
14	0.08597171406
15	0.07894924837
16	0.07257497802
17	0.06746719073
18	0.06292172396
19	0.05898600722
20	0.05572920253
21	0.05297175682
22	0.0505396964
23	0.04788505995
24	0.0459396552
25	0.04428071563
26	0.04286451744
27	0.04119456932
28	0.04013224486
29	0.03921158379
30	0.03821055253
31	0.03726675759
32	0.03663141493
33	0.03592862928
34	0.03525037355
35	0.03480029772
36	0.03436908226
37	0.03404027922
38	0.03366334091
39	0.03321825839
40	0.0329864238
41	0.032746526
42	0.03243359478
43	0.03211364644
44	0.03187009474
45	0.03164597182
46	0.03136972782
47	0.03106490125
48	0.03082388039
49	0.03055478201
50	0.03042761824
51	0.03016732308
52	0.03006927949
53	0.02986927432
54	0.02979495752
55	0.02968728129
56	0.02952742149
57	0.02943704989
58	0.02926016834
59	0.02910715762
60	0.02902160605
61	0.02895461511
62	0.02882775227
63	0.02873595528
64	0.02860608681
65	0.028491123
66	0.02844853931
67	0.02835838935
68	0.02823637709
69	0.02819602593
70	0.02813210554
71	0.02808735665
72	0.02805481784
73	0.02793076629
74	0.02784558792
75	0.02781741478
76	0.02776630949
77	0.02770983178
78	0.02764195777
79	0.02752184969
80	0.02747266464
81	0.02740136241
82	0.02738410835
83	0.0273141577
84	0.02723586858
85	0.02718336746
86	0.02714039225
87	0.02708964659
88	0.02700510349
89	0.0269429197
90	0.02692675685
91	0.02689161518
92	0.02684008797
93	0.02673595294
94	0.02667813801
95	0.02664163131
96	0.02661647319
97	0.02659901781
98	0.0265362643
99	0.02650030982
100	0.02647982611
101	0.02643487936
102	0.02640601628
103	0.02636087785
104	0.02631120122
105	0.02626780673
106	0.02622917785
107	0.02618916672
108	0.02615995197
109	0.0261295013
110	0.02606831104
111	0.02603023634
112	0.02599647557
113	0.02595774462
114	0.0259351088
115	0.02587993795
116	0.02584865662
117	0.02579936232
118	0.02577348358
119	0.02576045475
120	0.02572476894
121	0.02565742054
122	0.02562743152
123	0.02558256748
124	0.02553024925
125	0.02547833281
126	0.02545448718
127	0.02540044622
128	0.02538032739
129	0.02536473686
130	0.02529607543
131	0.02526299864
132	0.02522363845
133	0.02519119662
134	0.0251396349
135	0.02508409239
136	0.02503166369
137	0.02500139115
138	0.02496643355
139	0.02494607089
140	0.02492707414
141	0.02489420858
142	0.02487527619
143	0.02484985382
144	0.02479487062
145	0.02475592273
146	0.02471625981
147	0.02468816665
148	0.02467677174
149	0.02464198215
150	0.02462393646
151	0.02459378137
152	0.02452229784
153	0.02448303461
154	0.02445943887
155	0.02441861757
156	0.02440451984
157	0.02438116287
158	0.02435672071
159	0.02431815012
160	0.02427543938
161	0.02424047852
162	0.02421427477
163	0.02417617763
164	0.02414461041
165	0.02411921619
166	0.02409314037
167	0.02405803568
168	0.02403191713
169	0.02400169935
170	0.02397908284
171	0.02396145054
172	0.02393649056
173	0.02390420252
174	0.02387810151
175	0.02385357603
176	0.02381178917
177	0.02379402227
178	0.02377750903
179	0.02374624109
180	0.02371423779
181	0.02367666406
182	0.02365453545
183	0.02363393703
184	0.02359670452
185	0.02357880521
186	0.02354390907
187	0.02351744033
188	0.02350741035
189	0.02346942289
190	0.02343661988
191	0.02340719571
192	0.02336053337
193	0.02333235646
194	0.02331448738
195	0.0232964273
196	0.02327281452
197	0.0232132633
198	0.02319163442
199	0.02316149784
200	0.02313690709
201	0.02312282475
202	0.02309685343
203	0.0230828341
204	0.02305636076
205	0.02303257024
206	0.02300936929
207	0.02298694085
208	0.02296947239
209	0.02293881546
210	0.02293438855
211	0.02291461032
212	0.02289062138
213	0.02285241168
214	0.02283983502
215	0.02280770715
216	0.02277926295
217	0.02276488123
218	0.02275280134
219	0.02273318262
220	0.0227130431
221	0.02269975655
222	0.02267757033
223	0.02266172923
224	0.022649683
225	0.02264159783
226	0.02260041503
227	0.02256874248
228	0.02253740318
229	0.02253175862
230	0.0225091985
231	0.02248886815
232	0.02247001952
233	0.02243579709
234	0.02240600447
235	0.02238863008
236	0.02237802072
237	0.02237214663
238	0.02234486313
239	0.02232505195
240	0.02229604751
241	0.02228223946
242	0.02226500907
243	0.02223789907
244	0.02222395221
245	0.02220636438
246	0.02217602054
247	0.02215937765
248	0.02213194551
249	0.02211236358
250	0.02210461074
251	0.0220765133
252	0.02202689538
253	0.02201914118
254	0.02199505746
255	0.02197188804
256	0.02195213751
257	0.02193691696
258	0.02191143401
259	0.02189082878
260	0.02187459299
261	0.02186401391
262	0.02184017393
263	0.02182522119
264	0.02179909809
265	0.02178860426
266	0.02176003062
267	0.0217441082
268	0.0217187273
269	0.02170170461
270	0.02167233443
271	0.02164878328
272	0.02162891761
273	0.02160488298
274	0.02158474085
275	0.02157196882
276	0.02155256751
277	0.02153602194
278	0.02152382955
279	0.02151517089
280	0.0214856499
281	0.0214683054
282	0.02144475047
283	0.02141793168
284	0.02139919938
285	0.02138938982
286	0.02137609924
287	0.02135991338
288	0.02135397023
289	0.02133755161
290	0.02131666569
291	0.02130144996
292	0.02128956228
293	0.02128155359
294	0.02127111203
295	0.02124938458
296	0.02123697031
297	0.02122953334
298	0.02120600197
299	0.02118955858
300	0.02117715945
301	0.02115790522
302	0.02114186825
303	0.02112696971
304	0.02108955857
305	0.02106769706
306	0.02106359885
307	0.02105291475
308	0.02104419547
309	0.02103201543
310	0.02101032042
311	0.02099128296
312	0.02095706043
313	0.02092777565
314	0.0209151465
315	0.02089906344
316	0.0208832481
317	0.02086980534
318	0.02085550992
319	0.02084020457
320	0.02081705703
321	0.02080297234
322	0.02078449113
323	0.02076176865
324	0.02075134331
325	0.0207307687
326	0.02072039368
327	0.02071218777
328	0.02070422888
329	0.0206974361
330	0.02068649429
331	0.0206803229
332	0.02064742749
333	0.02064229262
334	0.0206251541
335	0.020603113
336	0.02058380444
337	0.02057443573
338	0.02056494694
339	0.02054956823
340	0.02052775644
341	0.0205104823
342	0.02049381658
343	0.02048178701
344	0.02046388154
345	0.02044968476
346	0.02042916824
347	0.02041133726
348	0.0203975168
349	0.02039197247
350	0.02036281486
351	0.02034037261
352	0.02032168645
353	0.02031365958
354	0.02029446695
355	0.020288922
356	0.02028435833
357	0.02026736405
358	0.02025462503
359	0.02024102438
360	0.02022470725
361	0.02021000176
362	0.02019759085
363	0.02018409745
364	0.02016303899
365	0.02014274262
366	0.02012910489
367	0.02012413629
368	0.02011944983
369	0.02010410396
370	0.0200850657
371	0.02006891188
372	0.02005782439
373	0.02004326061
374	0.02003327222
375	0.02002840495
376	0.02001346233
377	0.01999187632
378	0.01997161899
379	0.01995902419
380	0.01995604544
381	0.01995045544
382	0.01992793318
383	0.01990591311
384	0.01989064464
385	0.01988006436
386	0.01987081958
387	0.01986382007
388	0.01984613878
389	0.01983965224
390	0.01982723158
391	0.01981557328
392	0.01981131637
393	0.0197946194
394	0.0197825214
395	0.01977610847
396	0.01976048181
397	0.01975059367
398	0.01973688841
399	0.01972282456
400	0.01972042387
401	0.01970389986
402	0.0196979005
403	0.0196776125
404	0.01966846237
405	0.01965328108
406	0.01963350993
407	0.01960427742
408	0.01957213264
409	0.01955820474
410	0.01953802983
411	0.01950477071
412	0.0194791013
413	0.01946344129
414	0.01945230337
415	0.01943504646
416	0.01941626182
417	0.01940843759
418	0.01940598678
419	0.01939954913
420	0.01938228958
421	0.01936783572
422	0.01935740509
423	0.01934503036
424	0.01932884556
425	0.01932301412
426	0.01930882763
427	0.01929687224
428	0.01928270583
429	0.01927503435
430	0.01926907444
431	0.01926684678
432	0.01925335151
433	0.01924850113
434	0.01923843157
435	0.01922849973
436	0.01920935299
437	0.01920118195
438	0.01918410117
439	0.0191625313
440	0.01915229507
441	0.0191350939
442	0.01912843936
443	0.01911812889
444	0.01909416879
445	0.01908481148
446	0.01907439543
447	0.01906397609
448	0.01905445011
449	0.01904736733
450	0.01903511236
451	0.01901629367
452	0.01899904392
453	0.01898784214
454	0.01898034823
455	0.01896435772
456	0.01896197335
457	0.01895044938
458	0.01893919618
459	0.01892873001
460	0.01890515744
461	0.01889736624
462	0.01888693669
463	0.01887831698
464	0.01886503538
465	0.01885800478
466	0.01884636279
467	0.01883189081
468	0.01880679709
469	0.01878717441
470	0.01877825289
471	0.01875103628
472	0.01874276897
473	0.01871667129
474	0.01871256826
475	0.01870080713
476	0.01868953516
477	0.01867872921
478	0.01867326999
479	0.0186525496
480	0.01863776717
481	0.01862456375
482	0.01861297562
483	0.01860217811
484	0.01859192631
485	0.01857321071
486	0.01855041735
487	0.01853651072
488	0.01851778988
489	0.01850911443
490	0.01849529585
491	0.01848152421
492	0.01847909732
493	0.01846549428
494	0.01845934929
495	0.01844344746
496	0.01842704404
497	0.01841800611
498	0.01841010371
499	0.01839146369
500	0.01836656854
501	0.0183492918
502	0.01833391679
503	0.01832701184
504	0.01831788193
505	0.01829725553
506	0.01828310437
507	0.018274415
508	0.01827090553
509	0.01824734355
510	0.01823785415
511	0.01823163629
512	0.01822169604
513	0.01821633514
514	0.01818924163
515	0.01817985137
516	0.01816777005
517	0.01813982631
518	0.01813630993
519	0.01812660738
520	0.01811812431
521	0.01809903785
522	0.01808179169
523	0.01807212326
524	0.01806518682
525	0.01805113975
526	0.01803568339
527	0.01801061537
528	0.01800058364
529	0.0179862729
530	0.01797074277
531	0.01796628168
532	0.01795492989
533	0.01794779933
534	0.01794097509
535	0.01792861744
536	0.01791345148
537	0.01790766965
538	0.01789930993
539	0.01788350665
540	0.01787178571
541	0.01786537515
542	0.01785415873
543	0.01784742197
544	0.01783369825
545	0.01781930282
546	0.01780645308
547	0.01779693349
548	0.01778360508
549	0.01777374825
550	0.01775113765
551	0.01773612528
552	0.01772904695
553	0.01771669853
554	0.01769429776
555	0.01768758194
556	0.01768487504
557	0.01767632201
558	0.0176627909
559	0.01765191027
560	0.01764199186
561	0.01762736525
562	0.01761813414
563	0.01760294908
564	0.01759328558
565	0.01758742642
566	0.01758090618
567	0.01756651427
568	0.01755578138
569	0.01754572582
570	0.01753948547
571	0.01752773254
572	0.01751913919
573	0.01750877289
574	0.01750100918
575	0.01749247143
576	0.01748279658
577	0.01746205968
578	0.01745135235
579	0.01744349426
580	0.01743824454
581	0.01742748701
582	0.01740919803
583	0.01739939647
584	0.01739571408
585	0.01738781406
586	0.01738025154
587	0.01737269069
588	0.01736575177
589	0.0173530226
590	0.01734597627
591	0.01733985176
592	0.01732445041
593	0.01731862913
594	0.01730603824
595	0.01729662657
596	0.01728276417
597	0.01727773306
598	0.01726259405
599	0.01725379894
600	0.01724642131
601	0.01723606757
602	0.01722224997
603	0.01721522489
604	0.01720576612
605	0.0171984484
606	0.01718606176
607	0.01718000313
608	0.01717711328
609	0.01715854548
610	0.01715279918
611	0.01714393133
612	0.017126028
613	0.01711589567
614	0.01711038816
615	0.01710377718
616	0.01709050557
617	0.01707199183
618	0.01706651766
619	0.01705712526
620	0.0170503443
621	0.01704938297
622	0.01703179571
623	0.0170254632
624	0.01701997271
625	0.0170136135
626	0.01699906742
627	0.01698290538
628	0.0169681049
629	0.01696577674
630	0.0169598367
631	0.01694538561
632	0.01692189307
633	0.01690865486
634	0.01689848704
635	0.01688319761
636	0.01687922805
637	0.0168742644
638	0.01686203948
639	0.01685768348
640	0.01685430098
641	0.01684770323
642	0.01682654078
643	0.01682388394
644	0.01681936215
645	0.01680547061
646	0.01679663134
647	0.0167866674
648	0.01678083291
649	0.01677661316
650	0.0167696061
651	0.01676359702
652	0.0167500519
653	0.01674273697
654	0.01673470045
655	0.0167191359
656	0.01670750777
657	0.01669560512
658	0.01669039556
659	0.01668293023
660	0.01666696102
661	0.01666504099
662	0.01665476288
